078431,28.99,1,2023-05-12 15:12:26
031676,13.09,1,2023-05-12 15:12:26
034773,19.19,1,2023-05-13 14:24:01
067355,13.99,1,2023-05-13 14:24:01
080384,13.39,1,2023-05-13 14:24:01
012186,21.29,1,2023-05-14 16:52:33
055876,29.69,1,2023-05-14 16:52:33
066329,14.79,1,2023-05-16 10:17:45
001985,10.99,1,2023-05-18 10:04:23
007163,18.59,1,2023-05-18 10:04:23
031088,24.19,1,2023-05-19 12:36:05
054607,23.89,1,2023-05-19 14:13:57
066329,14.79,1,2023-05-19 14:13:57
058262,12.09,2,2023-05-19 16:58:47
028733,15.39,1,2023-05-20 13:16:27
043875,20.39,1,2023-05-21 10:16:43
076693,18.89,1,2023-05-21 10:16:43
090983,24.29,1,2023-05-21 10:16:43
013354,15.29,2,2023-05-23 09:19:04
034773,19.19,1,2023-05-23 09:19:04
012186,21.29,2,2023-05-24 10:56:41
043875,20.39,1,2023-05-24 10:56:41
066329,14.79,1,2023-05-24 13:29:01
051959,28.39,1,2023-05-26 09:42:53
054607,23.89,1,2023-05-26 09:42:53
051959,28.39,1,2023-05-26 09:42:53
096908,22.29,1,2023-05-27 11:15:41
007163,18.59,2,2023-05-27 11:15:41
069513,18.09,1,2023-05-27 11:15:41
001985,10.99,1,2023-05-29 10:49:59
072306,27.09,1,2023-05-29 13:25:05
031676,13.09,1,2023-05-29 13:25:05
089848,23.49,2,2023-05-29 13:25:05
028733,15.39,1,2023-05-30 09:18:16
090983,24.29,2,2023-05-30 15:55:27
016920,24.99,1,2023-05-30 15:55:27
012186,21.29,1,2023-05-30 15:55:27
067355,13.99,1,2023-06-01 13:58:00
031676,13.09,3,2023-06-01 13:58:00
058262,12.09,1,2023-06-01 13:58:00
079393,27.19,1,2023-06-02 11:02:32
079393,27.19,1,2023-06-02 11:02:32
071685,19.89,2,2023-06-02 11:02:32
089848,23.49,1,2023-06-02 13:27:43
019881,18.79,1,2023-06-02 13:27:43
089848,23.49,1,2023-06-02 13:27:43
031676,13.09,1,2023-06-02 16:48:06
016637,13.89,1,2023-06-02 16:48:06
001985,10.99,1,2023-06-03 14:12:39
090983,24.29,1,2023-06-03 14:12:39
024094,12.99,1,2023-06-03 14:12:39
062617,26.99,1,2023-06-03 16:39:38
089848,23.49,1,2023-06-05 15:43:10
090983,24.29,1,2023-06-06 11:31:08
018383,13.99,1,2023-06-07 13:30:43
078851,11.99,1,2023-06-09 09:11:43
018383,13.99,1,2023-06-09 09:11:43
069513,18.09,1,2023-06-09 15:54:38
067355,13.99,1,2023-06-09 16:58:39
089848,23.49,1,2023-06-09 16:58:39
079393,27.19,2,2023-06-11 11:29:55
090983,24.29,2,2023-06-11 11:29:55
089848,23.49,1,2023-06-11 11:29:55
031676,13.09,1,2023-06-12 12:33:34
016637,13.89,1,2023-06-12 12:33:34
001985,10.99,1,2023-06-13 14:35:25
034773,19.19,1,2023-06-13 14:35:25
066329,14.79,1,2023-06-13 15:19:45
058262,12.09,1,2023-06-13 15:19:45
000230,23.49,2,2023-06-13 15:24:47
