088199,Haydn,Joseph,The Creation,Hob.XXI:2
032003,Wagner,Richard,Der fliegende Holländer,WWV63
096150,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
043438,Dvořák,Antonín,Rusalka,B203
017759,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
017463,Haydn,Joseph,String Quartet No. 62,Hob.III:77
025503,van Beethoven,Ludwig,Symphony No. 9,GAi/9
042197,van Beethoven,Ludwig,Violin Sonata No. 9 in A major,GAxii/100
003566,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
062573,Bach,Johann Sebastian,Goldberg Variations,BWV988
078344,van Beethoven,Ludwig,Symphony No. 7,GAi/7
051131,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
096191,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
029408,Wagner,Richard,Das Rheingold,WWV86A
062859,Haydn,Joseph,String Quartet No. 62,Hob.III:77
024938,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
096018,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
010897,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
020124,Smetana,Bedřich,Má vlast,JB1:112
043506,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
029778,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
032870,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
039901,Wagner,Richard,Das Rheingold,WWV86A
003137,Dvořák,Antonín,Rusalka,B203
018131,Haydn,Joseph,The Creation,Hob.XXI:2
033343,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
018840,Wagner,Richard,Der fliegende Holländer,WWV63
028865,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
004789,Wagner,Richard,Das Rheingold,WWV86A
064517,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
007887,Handel,George Frideric,Messiah,HWV56
092032,van Beethoven,Ludwig,Symphony No. 9,GAi/9
004827,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
075219,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
078348,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
046553,Wagner,Richard,Der fliegende Holländer,WWV63
017034,Haydn,Joseph,String Quartet No. 62,Hob.III:77
073720,Dvořák,Antonín,Rusalka,B203
045261,Wagner,Richard,Tristan und Isolde,WWV90
