061242,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
092393,Dvořák,Antonín,Rusalka,B203
070312,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
004148,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
046941,Handel,George Frideric,Messiah,HWV56
063348,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
036510,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
078147,Dvořák,Antonín,Rusalka,B203
078026,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
013286,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
071028,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
090788,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
079279,Haydn,Joseph,String Quartet No. 62,Hob.III:77
052957,Wagner,Richard,Tristan und Isolde,WWV90
078506,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
037392,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
011819,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
034815,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
013312,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
029027,Wagner,Richard,Parsifal,WWV111
087442,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
091443,Smetana,Bedřich,Libuše,JB1:102
039277,Mozart,Wolfgang Amadeus,Symphony No. 25,KV183
003163,Haydn,Joseph,String Quartet No. 62,Hob.III:77
034548,Wagner,Richard,Der fliegende Holländer,WWV63
039974,Wagner,Richard,Tristan und Isolde,WWV90
020275,Wagner,Richard,Tristan und Isolde,WWV90
088076,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
088886,Haydn,Joseph,String Quartet No. 62,Hob.III:77
073056,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
018837,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
093183,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
069217,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
027713,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
074433,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
073552,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
096581,Wagner,Richard,Das Rheingold,WWV86A
086326,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
034148,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
050554,Smetana,Bedřich,Libuše,JB1:102
081405,Smetana,Bedřich,Má vlast,JB1:112
017682,Wagner,Richard,Der fliegende Holländer,WWV63
