068688,29.39,2,2023-03-27 16:26:57
037203,23.19,1,2023-03-27 16:26:57
082611,16.99,1,2023-03-27 16:26:57
062485,13.29,2,2023-03-28 11:33:49
067363,11.79,1,2023-03-28 11:33:49
082611,16.99,1,2023-03-28 11:33:49
029751,26.09,1,2023-03-28 14:07:03
053774,11.69,1,2023-03-28 14:07:03
069933,19.59,1,2023-03-28 14:07:03
026914,24.09,1,2023-03-30 13:56:32
074520,23.89,1,2023-03-31 13:09:17
058484,22.99,2,2023-03-31 13:09:17
014868,29.59,1,2023-04-01 14:01:46
089489,23.19,1,2023-04-02 14:42:21
026914,24.09,2,2023-04-03 15:43:51
079901,25.39,1,2023-04-03 15:43:51
029751,26.09,1,2023-04-03 15:43:51
089684,27.99,1,2023-04-05 09:30:55
068713,24.79,1,2023-04-05 09:30:55
063182,16.99,1,2023-04-05 10:34:28
069933,19.59,1,2023-04-05 10:34:28
031561,22.39,1,2023-04-05 10:34:28
029785,26.89,1,2023-04-06 11:26:13
035140,23.99,1,2023-04-06 11:26:13
067402,15.69,1,2023-04-06 11:26:13
074520,23.89,1,2023-04-08 09:21:08
082611,16.99,1,2023-04-08 09:21:08
087597,11.59,1,2023-04-08 09:21:08
087628,20.29,1,2023-04-08 15:15:43
068713,24.79,1,2023-04-08 15:15:43
074520,23.89,1,2023-04-09 09:51:53
084357,23.99,1,2023-04-09 09:51:53
099209,16.59,1,2023-04-10 14:39:29
082611,16.99,1,2023-04-10 14:39:29
087628,20.29,1,2023-04-11 13:43:08
099209,16.59,1,2023-04-12 16:08:46
085514,20.89,2,2023-04-12 16:08:46
085514,20.89,1,2023-04-14 09:56:50
095904,15.49,3,2023-04-14 09:56:50
063182,16.99,1,2023-04-14 13:47:28
087628,20.29,1,2023-04-15 10:46:35
031561,22.39,1,2023-04-15 10:46:35
029785,26.89,2,2023-04-15 10:46:35
069933,19.59,1,2023-04-16 16:53:33
085514,20.89,1,2023-04-16 16:53:33
062577,26.69,2,2023-04-18 09:23:16
079975,12.89,1,2023-04-18 09:23:16
026914,24.09,2,2023-04-18 09:23:16
053774,11.69,1,2023-04-19 11:57:19
050213,25.79,1,2023-04-19 11:57:19
028538,22.19,1,2023-04-19 11:57:19
029751,26.09,1,2023-04-21 11:27:04
085514,20.89,1,2023-04-21 11:27:04
007955,25.79,1,2023-04-21 11:27:04
053774,11.69,1,2023-04-21 16:55:43
