066405,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
097757,Wagner,Richard,Tristan und Isolde,WWV90
020715,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
006831,van Beethoven,Ludwig,Piano Sonata No. 23,GAxvi/146
066916,Bach,Johann Sebastian,St Matthew Passion,BWV244
050155,Dvořák,Antonín,Rusalka,B203
066346,Dvořák,Antonín,Rusalka,B203
044801,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
006929,Dvořák,Antonín,Rusalka,B203
041202,Haydn,Joseph,The Creation,Hob.XXI:2
097554,Wagner,Richard,Tristan und Isolde,WWV90
076030,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
062935,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
082849,Mozart,Wolfgang Amadeus,Sinfonia Concertante for Violin, Viola and Orchestra,KV364
017107,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
046680,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
001726,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
010332,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
054385,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
031140,Bach,Johann Sebastian,St Matthew Passion,BWV244
096820,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
016569,van Beethoven,Ludwig,Symphony No. 9,GAi/9
054108,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
094966,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
017554,van Beethoven,Ludwig,Violin Sonata No. 9 in A major,GAxii/100
090315,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
081819,Wagner,Richard,Die Walküre,WWV86B
010246,Haydn,Joseph,String Quartet No. 62,Hob.III:77
091248,Wagner,Richard,Tristan und Isolde,WWV90
068552,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
070742,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
018515,Haydn,Joseph,The Creation,Hob.XXI:2
067747,Haydn,Joseph,The Creation,Hob.XXI:2
074459,Wagner,Richard,Der fliegende Holländer,WWV63
028483,van Beethoven,Ludwig,Symphony No. 9,GAi/9
019935,Wagner,Richard,Der fliegende Holländer,WWV63
048730,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
068740,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
085992,Haydn,Joseph,String Quartet No. 62,Hob.III:77
071315,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
033768,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
092872,Bach,Johann Sebastian,Goldberg Variations,BWV988
016499,Haydn,Joseph,String Quartet No. 62,Hob.III:77
072749,van Beethoven,Ludwig,Violin Sonata No. 9 in A major,GAxii/100
