098179,Dvořák,Antonín,Rusalka,B203
055787,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
059869,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
001874,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
076162,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
021246,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
037258,Wagner,Richard,Die Walküre,WWV86B
065788,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
023506,Wagner,Richard,Das Rheingold,WWV86A
010916,Wagner,Richard,Die Walküre,WWV86B
014733,van Beethoven,Ludwig,Symphony No. 5,GAi/5
079921,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
034755,Dvořák,Antonín,Rusalka,B203
001184,Bach,Johann Sebastian,St Matthew Passion,BWV244
018126,Handel,George Frideric,Messiah,HWV56
035183,van Beethoven,Ludwig,Symphony No. 5,GAi/5
074617,Wagner,Richard,Lohengrin,WWV75
089034,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
055516,Wagner,Richard,Die Walküre,WWV86B
092777,Mozart,Wolfgang Amadeus,Die Zauberflöte,KV620
054836,Mozart,Wolfgang Amadeus,Die Zauberflöte,KV620
022477,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
010281,Handel,George Frideric,Messiah,HWV56
099999,Bach,Johann Sebastian,St Matthew Passion,BWV244
016622,Smetana,Bedřich,Má vlast,JB1:112
072993,Wagner,Richard,Lohengrin,WWV75
054964,Mozart,Wolfgang Amadeus,Le nozze di Figaro,KV492
052046,Mozart,Wolfgang Amadeus,Symphony No. 25,KV183
032359,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
017326,van Beethoven,Ludwig,Symphony No. 5,GAi/5
055224,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
010403,Mozart,Wolfgang Amadeus,Symphony No. 25,KV183
083592,Smetana,Bedřich,Libuše,JB1:102
014097,Mozart,Wolfgang Amadeus,Symphony No. 25,KV183
040439,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
008031,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
079519,Mozart,Wolfgang Amadeus,Die Zauberflöte,KV620
041574,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
014627,Dvořák,Antonín,Rusalka,B203
089275,Smetana,Bedřich,Má vlast,JB1:112
062235,Smetana,Bedřich,Libuše,JB1:102
074803,Bach,Johann Sebastian,St Matthew Passion,BWV244
