026914,Mozart,Wolfgang Amadeus,Symphony No. 25,KV183
087628,Bach,Johann Sebastian,Goldberg Variations,BWV988
029785,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
001921,Bach,Johann Sebastian,St Matthew Passion,BWV244
079215,Wagner,Richard,Der fliegende Holländer,WWV63
067761,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
084357,Mozart,Wolfgang Amadeus,Le nozze di Figaro,KV492
046534,van Beethoven,Ludwig,Symphony No. 5,GAi/5
028538,Handel,George Frideric,Messiah,HWV56
058484,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
007955,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
067402,Wagner,Richard,Lohengrin,WWV75
054307,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
031561,Wagner,Richard,Das Rheingold,WWV86A
079975,Handel,George Frideric,Messiah,HWV56
035140,Mozart,Wolfgang Amadeus,Sinfonia Concertante for Violin, Viola and Orchestra,KV364
074520,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
062577,Smetana,Bedřich,Má vlast,JB1:112
068713,Wagner,Richard,Der fliegende Holländer,WWV63
087597,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
095904,Wagner,Richard,Lohengrin,WWV75
092667,Handel,George Frideric,Messiah,HWV56
068688,Dvořák,Antonín,Rusalka,B203
029751,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
050213,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
067363,van Beethoven,Ludwig,Symphony No. 5,GAi/5
062485,Wagner,Richard,Lohengrin,WWV75
069933,Wagner,Richard,Der fliegende Holländer,WWV63
011528,Bach,Johann Sebastian,St Matthew Passion,BWV244
018162,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
082611,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
099209,Mozart,Wolfgang Amadeus,Symphony No. 25,KV183
085514,van Beethoven,Ludwig,Symphony No. 9,GAi/9
063182,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
037203,Wagner,Richard,Tristan und Isolde,WWV90
053774,Wagner,Richard,Das Rheingold,WWV86A
014868,Mozart,Wolfgang Amadeus,Sinfonia Concertante for Violin, Viola and Orchestra,KV364
089489,Bach,Johann Sebastian,Goldberg Variations,BWV988
079901,Mozart,Wolfgang Amadeus,Symphony No. 25,KV183
089684,Wagner,Richard,Tristan und Isolde,WWV90
