006540,Bach,Johann Sebastian,St Matthew Passion,BWV244
060098,Dvořák,Antonín,Rusalka,B203
024620,Wagner,Richard,Tristan und Isolde,WWV90
004170,Dvořák,Antonín,Rusalka,B203
075922,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
094066,Bach,Johann Sebastian,Mass in B minor,BWV232
004796,van Beethoven,Ludwig,Symphony No. 5,GAi/5
018800,van Beethoven,Ludwig,Symphony No. 7,GAi/7
053351,van Beethoven,Ludwig,Symphony No. 7,GAi/7
085107,van Beethoven,Ludwig,Symphony No. 5,GAi/5
023501,Bach,Johann Sebastian,St Matthew Passion,BWV244
057622,van Beethoven,Ludwig,Symphony No. 5,GAi/5
038298,Smetana,Bedřich,Má vlast,JB1:112
034870,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
081938,Wagner,Richard,Die Walküre,WWV86B
029370,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
073755,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
038935,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
062791,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
004877,Wagner,Richard,Parsifal,WWV111
027701,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
071078,Wagner,Richard,Tristan und Isolde,WWV90
017891,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
047596,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
076644,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
009115,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
028885,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
024386,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
074629,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
014543,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
046489,van Beethoven,Ludwig,Symphony No. 7,GAi/7
051978,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
010283,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
057635,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
087477,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
