024341,Mozart,Wolfgang Amadeus,Die Zauberflöte,KV620
038520,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
098483,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
035154,Bach,Johann Sebastian,Goldberg Variations,BWV988
011989,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
086643,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
052855,Wagner,Richard,Das Rheingold,WWV86A
017686,Bach,Johann Sebastian,Goldberg Variations,BWV988
034584,Wagner,Richard,Die Walküre,WWV86B
007363,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
054701,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
093282,Wagner,Richard,Die Walküre,WWV86B
066711,Haydn,Joseph,String Quartet No. 62,Hob.III:77
010260,Bach,Johann Sebastian,Goldberg Variations,BWV988
087785,Mozart,Wolfgang Amadeus,Die Zauberflöte,KV620
052616,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
051110,Wagner,Richard,Tristan und Isolde,WWV90
036394,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
070526,van Beethoven,Ludwig,Symphony No. 5,GAi/5
035895,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
086761,Wagner,Richard,Die Walküre,WWV86B
048526,Handel,George Frideric,Messiah,HWV56
035626,Handel,George Frideric,Messiah,HWV56
092076,van Beethoven,Ludwig,Symphony No. 5,GAi/5
020956,Wagner,Richard,Parsifal,WWV111
001769,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
061610,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
082407,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
036636,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
052352,Wagner,Richard,Parsifal,WWV111
033865,van Beethoven,Ludwig,Symphony No. 5,GAi/5
098213,Haydn,Joseph,The Creation,Hob.XXI:2
038295,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
035200,Handel,George Frideric,Messiah,HWV56
013201,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
005933,Mozart,Wolfgang Amadeus,Sinfonia Concertante for Violin, Viola and Orchestra,KV364
056694,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
099429,Wagner,Richard,Parsifal,WWV111
066212,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
042389,van Beethoven,Ludwig,Symphony No. 7,GAi/7
012517,van Beethoven,Ludwig,Symphony No. 7,GAi/7
