017673,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
029474,Wagner,Richard,Das Rheingold,WWV86A
073457,Dvořák,Antonín,Rusalka,B203
079081,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
064417,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
077215,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
039975,van Beethoven,Ludwig,Symphony No. 9,GAi/9
050376,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
018862,Wagner,Richard,Das Rheingold,WWV86A
052206,Haydn,Joseph,String Quartet No. 62,Hob.III:77
097046,Bach,Johann Sebastian,St Matthew Passion,BWV244
091958,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
027175,Bach,Johann Sebastian,St Matthew Passion,BWV244
032634,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
059816,van Beethoven,Ludwig,Symphony No. 5,GAi/5
008509,Wagner,Richard,Die Walküre,WWV86B
018498,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
020782,van Beethoven,Ludwig,Symphony No. 5,GAi/5
037838,van Beethoven,Ludwig,Symphony No. 9,GAi/9
099775,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
000421,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
075692,Haydn,Joseph,The Creation,Hob.XXI:2
024494,Dvořák,Antonín,Rusalka,B203
076985,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
048847,Haydn,Joseph,The Creation,Hob.XXI:2
082569,Dvořák,Antonín,Rusalka,B203
006036,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
083952,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
068621,Bach,Johann Sebastian,The Art of Fugue,BWV1080
028129,van Beethoven,Ludwig,Violin Sonata No. 9 in A major,GAxii/100
060959,van Beethoven,Ludwig,Symphony No. 5,GAi/5
078349,Haydn,Joseph,String Quartet No. 62,Hob.III:77
081827,Wagner,Richard,Die Walküre,WWV86B
017305,Haydn,Joseph,String Quartet No. 62,Hob.III:77
067538,Wagner,Richard,Parsifal,WWV111
077696,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
067362,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
062011,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
099055,Haydn,Joseph,The Creation,Hob.XXI:2
008098,van Beethoven,Ludwig,Violin Sonata No. 9 in A major,GAxii/100
005691,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
053634,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
097844,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
018583,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
007471,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
045177,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
