081355,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
071113,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
047720,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
020758,Smetana,Bedřich,Má vlast,JB1:112
026384,Smetana,Bedřich,Libuše,JB1:102
092876,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
055611,Wagner,Richard,Parsifal,WWV111
043926,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
037102,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
064206,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
043510,van Beethoven,Ludwig,Symphony No. 5,GAi/5
098686,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
043373,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
092198,Mozart,Wolfgang Amadeus,Die Zauberflöte,KV620
078561,Wagner,Richard,Lohengrin,WWV75
051014,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
004595,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
079672,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
017412,Smetana,Bedřich,Má vlast,JB1:112
010513,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
015671,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
019249,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
007325,Smetana,Bedřich,Libuše,JB1:102
032801,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
022706,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
038892,Wagner,Richard,Lohengrin,WWV75
065940,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
038812,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
097118,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
086970,Mozart,Wolfgang Amadeus,Sinfonia Concertante for Violin, Viola and Orchestra,KV364
013909,Smetana,Bedřich,Libuše,JB1:102
082538,Mozart,Wolfgang Amadeus,Le nozze di Figaro,KV492
082369,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
