054552,Bach,Johann Sebastian,Goldberg Variations,BWV988
071317,Wagner,Richard,Lohengrin,WWV75
095160,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
003818,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
023462,Wagner,Richard,Die Walküre,WWV86B
038257,Wagner,Richard,Tristan und Isolde,WWV90
080807,Bach,Johann Sebastian,Suite No. 3 in D major,BWV1068
048912,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
082851,Wagner,Richard,Der fliegende Holländer,WWV63
039871,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
001337,Mozart,Wolfgang Amadeus,Don Giovanni,KV527
036774,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
073247,Mozart,Wolfgang Amadeus,Sinfonia Concertante for Violin, Viola and Orchestra,KV364
037698,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
063339,Smetana,Bedřich,Má vlast,JB1:112
041138,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
093531,Smetana,Bedřich,Má vlast,JB1:112
085545,Wagner,Richard,Tristan und Isolde,WWV90
077789,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
067676,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
031137,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
023696,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
045430,Bach,Johann Sebastian,Goldberg Variations,BWV988
084085,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
039541,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
018592,Wagner,Richard,Lohengrin,WWV75
037454,Handel,George Frideric,Messiah,HWV56
063672,Bach,Johann Sebastian,Goldberg Variations,BWV988
064564,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
015993,Handel,George Frideric,Messiah,HWV56
081590,Handel,George Frideric,Messiah,HWV56
050320,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
038141,Wagner,Richard,Lohengrin,WWV75
044317,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
047038,Smetana,Bedřich,Má vlast,JB1:112
076951,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
060298,Wagner,Richard,Das Rheingold,WWV86A
067002,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
038676,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
