034548,21.29,1,2023-02-02 10:48:47
034548,21.29,1,2023-02-02 10:48:47
061242,12.79,1,2023-02-03 15:50:04
050554,29.49,1,2023-02-03 15:50:04
078026,29.59,1,2023-02-03 15:50:04
037392,22.79,1,2023-02-05 09:15:32
069217,27.49,1,2023-02-05 09:15:32
073056,21.79,1,2023-02-05 09:15:32
070312,12.89,2,2023-02-06 11:22:10
086326,27.09,1,2023-02-06 11:22:10
034148,22.19,1,2023-02-07 12:25:27
088076,17.39,2,2023-02-09 09:31:11
052957,16.39,1,2023-02-09 09:31:11
070312,12.89,1,2023-02-09 09:31:11
013312,29.19,1,2023-02-10 15:14:29
004148,23.69,1,2023-02-10 15:14:29
092393,25.19,1,2023-02-11 15:48:32
039974,14.69,1,2023-02-13 15:13:28
039277,16.89,1,2023-02-14 14:26:26
034548,21.29,2,2023-02-14 14:26:26
046941,15.79,2,2023-02-14 14:26:26
003163,18.69,1,2023-02-15 14:50:04
071028,25.69,1,2023-02-15 16:39:24
013286,11.99,1,2023-02-15 16:39:24
069217,27.49,1,2023-02-16 16:49:34
018837,20.99,1,2023-02-16 16:49:34
039277,16.89,1,2023-02-17 14:33:46
034815,15.59,1,2023-02-19 11:54:48
029027,12.09,1,2023-02-19 11:54:48
093183,20.39,1,2023-02-21 10:13:48
071028,25.69,1,2023-02-21 10:13:48
061242,12.79,1,2023-02-21 10:13:48
020275,23.19,1,2023-02-23 09:25:56
078506,19.09,1,2023-02-23 09:25:56
070312,12.89,1,2023-02-23 11:03:08
091443,15.79,1,2023-02-23 11:03:08
027713,11.49,2,2023-02-23 11:03:08
036510,16.89,1,2023-02-24 15:42:20
027713,11.49,1,2023-02-24 15:42:20
090788,12.79,1,2023-02-25 12:53:56
069217,27.49,1,2023-02-25 12:53:56
020275,23.19,1,2023-02-26 10:03:00
027713,11.49,1,2023-02-26 10:03:00
073552,24.59,1,2023-02-26 10:03:00
052957,16.39,1,2023-02-27 16:06:39
088886,11.39,1,2023-02-27 16:06:39
013312,29.19,3,2023-02-27 16:06:39
073056,21.79,1,2023-02-28 12:35:21
078506,19.09,1,2023-02-28 12:35:21
020275,23.19,1,2023-02-28 12:35:21
034148,22.19,1,2023-03-01 09:39:04
087442,29.79,2,2023-03-01 13:06:25
073552,24.59,1,2023-03-01 13:06:25
069217,27.49,1,2023-03-01 13:06:25
088886,11.39,1,2023-03-03 12:58:10
092393,25.19,1,2023-03-03 12:58:10
087442,29.79,1,2023-03-03 12:58:10
087442,29.79,1,2023-03-04 11:12:09
091443,15.79,1,2023-03-05 14:12:37
029027,12.09,3,2023-03-05 14:12:37
071028,25.69,1,2023-03-05 14:12:37
088076,17.39,2,2023-03-06 10:34:16
071028,25.69,1,2023-03-06 10:34:16
087442,29.79,3,2023-03-06 10:34:16
096581,14.29,1,2023-03-07 16:04:54
046941,15.79,1,2023-03-08 16:13:13
011819,23.59,2,2023-03-08 16:13:13
079279,22.19,1,2023-03-08 16:13:13
050554,29.49,1,2023-03-09 15:27:08
088886,11.39,1,2023-03-10 11:58:12
029027,12.09,1,2023-03-10 11:58:12
020275,23.19,1,2023-03-10 11:58:12
093183,20.39,1,2023-03-11 09:52:37
036510,16.89,1,2023-03-11 09:52:37
020275,23.19,1,2023-03-11 12:23:45
088076,17.39,2,2023-03-11 12:23:45
087442,29.79,1,2023-03-12 15:18:02
013312,29.19,2,2023-03-12 15:18:02
050554,29.49,1,2023-03-12 16:48:23
050554,29.49,1,2023-03-12 16:48:23
092393,25.19,2,2023-03-13 14:10:00
020275,23.19,1,2023-03-13 14:10:00
004148,23.69,1,2023-03-14 11:15:49
071028,25.69,1,2023-03-14 11:15:49
013286,11.99,2,2023-03-15 12:31:48
081405,26.89,1,2023-03-15 12:31:48
036510,16.89,1,2023-03-17 09:11:48
052957,16.39,2,2023-03-18 09:51:03
050554,29.49,1,2023-03-18 09:51:03
037392,22.79,2,2023-03-18 09:51:03
013286,11.99,1,2023-03-19 13:07:50
069217,27.49,1,2023-03-19 13:07:50
011819,23.59,1,2023-03-19 13:07:50
039277,16.89,1,2023-03-20 14:14:08
071028,25.69,1,2023-03-20 14:14:08
087442,29.79,1,2023-03-20 14:14:08
078506,19.09,1,2023-03-22 12:33:40
081405,26.89,1,2023-03-22 12:33:40
046941,15.79,1,2023-03-22 12:33:40
086326,27.09,2,2023-03-23 12:28:10
090788,12.79,1,2023-03-24 10:52:36
090788,12.79,1,2023-03-24 10:52:36
039277,16.89,1,2023-03-25 15:01:00
071028,25.69,3,2023-03-25 15:01:00
046941,15.79,2,2023-03-25 15:01:00
063348,13.39,1,2023-03-27 14:10:36
091443,15.79,2,2023-03-27 14:10:36
017682,20.79,1,2023-03-29 12:20:36
011819,23.59,1,2023-03-29 12:20:36
004148,23.69,1,2023-03-29 12:20:36
034548,21.29,1,2023-03-30 09:04:41
037392,22.79,1,2023-03-30 09:04:41
069217,27.49,2,2023-03-30 09:04:41
029027,12.09,1,2023-03-31 12:04:15
086326,27.09,3,2023-03-31 12:04:15
018837,20.99,1,2023-03-31 12:04:15
003163,18.69,2,2023-04-01 15:46:32
078506,19.09,1,2023-04-02 13:46:36
087442,29.79,2,2023-04-02 13:46:36
011819,23.59,1,2023-04-02 13:46:36
079279,22.19,1,2023-04-02 13:58:09
090788,12.79,1,2023-04-03 16:12:19
069217,27.49,1,2023-04-03 16:12:19
078026,29.59,1,2023-04-03 16:12:19
096581,14.29,1,2023-04-04 09:19:42
074433,16.69,1,2023-04-05 09:30:15
079279,22.19,1,2023-04-05 09:30:15
029027,12.09,1,2023-04-05 09:30:15
090788,12.79,1,2023-04-06 12:46:56
092393,25.19,1,2023-04-06 16:53:22
061242,12.79,1,2023-04-08 12:30:35
034815,15.59,1,2023-04-08 12:30:35
018837,20.99,1,2023-04-09 13:21:35
078506,19.09,2,2023-04-09 13:21:35
039974,14.69,2,2023-04-10 10:30:49
052957,16.39,2,2023-04-10 10:30:49
069217,27.49,1,2023-04-10 13:11:02
096581,14.29,1,2023-04-11 12:38:49
093183,20.39,1,2023-04-12 11:36:47
037392,22.79,1,2023-04-12 11:36:47
034815,15.59,1,2023-04-12 11:36:47
004148,23.69,1,2023-04-13 15:32:24
013286,11.99,1,2023-04-13 15:32:24
052957,16.39,1,2023-04-14 11:09:56
078147,13.89,3,2023-04-16 09:37:40
011819,23.59,1,2023-04-16 12:48:48
073056,21.79,1,2023-04-16 12:48:48
017682,20.79,3,2023-04-17 16:37:12
029027,12.09,1,2023-04-18 13:37:51
086326,27.09,2,2023-04-18 13:37:51
013286,11.99,1,2023-04-18 13:37:51
078026,29.59,2,2023-04-19 15:49:07
037392,22.79,1,2023-04-19 15:49:07
050554,29.49,1,2023-04-19 15:49:07
036510,16.89,1,2023-04-20 09:30:25
070312,12.89,1,2023-04-20 09:30:25
036510,16.89,2,2023-04-20 09:30:25
061242,12.79,1,2023-04-21 09:07:27
073056,21.79,1,2023-04-21 09:07:27
073552,24.59,1,2023-04-21 15:19:10
092393,25.19,1,2023-04-23 12:58:15
088076,17.39,1,2023-04-23 12:58:15
046941,15.79,1,2023-04-23 12:58:15
046941,15.79,1,2023-04-25 10:33:26
013286,11.99,1,2023-04-27 09:11:32
034815,15.59,1,2023-04-27 09:11:32
039974,14.69,2,2023-04-27 15:31:22
052957,16.39,1,2023-04-27 15:31:22
078506,19.09,1,2023-04-27 15:31:22
088886,11.39,1,2023-04-28 13:29:31
096581,14.29,1,2023-04-28 13:29:31
039974,14.69,1,2023-04-28 14:46:42
093183,20.39,1,2023-04-28 14:46:42
078147,13.89,1,2023-04-29 15:39:41
034815,15.59,1,2023-04-29 15:39:41
088886,11.39,1,2023-04-29 15:39:41
039974,14.69,1,2023-04-30 16:59:11
087442,29.79,1,2023-04-30 16:59:11
079279,22.19,1,2023-04-30 16:59:11
078506,19.09,1,2023-05-01 14:55:14
088076,17.39,1,2023-05-01 14:55:14
018837,20.99,1,2023-05-01 14:55:14
073552,24.59,2,2023-05-01 15:24:17
046941,15.79,1,2023-05-02 09:51:50
091443,15.79,1,2023-05-02 09:51:50
013312,29.19,3,2023-05-02 09:51:50
063348,13.39,1,2023-05-03 14:41:02
091443,15.79,1,2023-05-03 14:41:02
017682,20.79,1,2023-05-03 14:41:02
090788,12.79,1,2023-05-04 16:28:45
092393,25.19,2,2023-05-06 13:40:43
090788,12.79,2,2023-05-06 13:40:43
020275,23.19,1,2023-05-06 13:40:43
027713,11.49,1,2023-05-07 09:57:12
036510,16.89,1,2023-05-07 09:57:12
011819,23.59,1,2023-05-07 13:22:18
079279,22.19,1,2023-05-07 13:22:18
070312,12.89,1,2023-05-08 16:41:17
017682,20.79,1,2023-05-10 09:10:49
017682,20.79,1,2023-05-11 13:01:55
070312,12.89,1,2023-05-12 13:30:33
093183,20.39,1,2023-05-12 13:30:33
034148,22.19,1,2023-05-13 14:29:46
034815,15.59,1,2023-05-13 14:29:46
017682,20.79,1,2023-05-14 10:35:04
071028,25.69,1,2023-05-14 10:35:04
090788,12.79,1,2023-05-14 10:35:04
003163,18.69,2,2023-05-15 14:24:12
013312,29.19,1,2023-05-15 14:24:12
004148,23.69,1,2023-05-15 14:24:12
046941,15.79,1,2023-05-16 10:49:03
039277,16.89,1,2023-05-17 12:01:46
050554,29.49,1,2023-05-17 12:01:46
037392,22.79,1,2023-05-19 10:56:27
017682,20.79,1,2023-05-19 10:56:27
027713,11.49,1,2023-05-20 16:05:45
090788,12.79,3,2023-05-20 16:05:45
074433,16.69,1,2023-05-20 16:05:45
011819,23.59,1,2023-05-21 15:19:42
036510,16.89,2,2023-05-21 15:19:42
070312,12.89,1,2023-05-22 14:11:57
037392,22.79,1,2023-05-23 12:28:16
091443,15.79,1,2023-05-24 09:12:12
013286,11.99,1,2023-05-24 09:12:12
073552,24.59,1,2023-05-24 09:12:12
013312,29.19,1,2023-05-24 13:38:53
004148,23.69,1,2023-05-24 13:38:53
034815,15.59,1,2023-05-25 15:34:15
027713,11.49,2,2023-05-25 15:34:15
020275,23.19,1,2023-05-25 15:34:15
061242,12.79,1,2023-05-27 12:33:28
034548,21.29,1,2023-05-29 09:07:25
061242,12.79,2,2023-05-29 09:07:25
073552,24.59,1,2023-05-29 11:16:23
073056,21.79,2,2023-05-29 11:16:23
004148,23.69,2,2023-05-29 16:14:57
096581,14.29,1,2023-05-30 12:58:14
034815,15.59,1,2023-05-30 12:58:14
078026,29.59,1,2023-05-30 12:58:14
018837,20.99,1,2023-05-31 16:50:45
011819,23.59,1,2023-05-31 16:50:45
093183,20.39,2,2023-05-31 16:50:45
013312,29.19,1,2023-06-02 14:20:29
063348,13.39,3,2023-06-02 14:20:29
034815,15.59,1,2023-06-02 16:46:16
093183,20.39,1,2023-06-03 12:22:45
036510,16.89,1,2023-06-03 14:02:39
092393,25.19,1,2023-06-04 15:08:24
034548,21.29,1,2023-06-04 15:08:24
081405,26.89,1,2023-06-05 10:21:43
090788,12.79,1,2023-06-06 14:59:45
061242,12.79,1,2023-06-07 16:56:25
081405,26.89,1,2023-06-07 16:56:25
078506,19.09,2,2023-06-07 16:56:25
078147,13.89,1,2023-06-09 11:37:28
088076,17.39,1,2023-06-09 11:37:28
073056,21.79,1,2023-06-09 11:37:28
046941,15.79,1,2023-06-09 16:42:27
034148,22.19,1,2023-06-11 11:16:28
090788,12.79,2,2023-06-12 16:21:54
018837,20.99,1,2023-06-12 16:21:54
087442,29.79,2,2023-06-14 10:12:37
073056,21.79,1,2023-06-14 10:12:37
046941,15.79,1,2023-06-14 10:12:37
027713,11.49,3,2023-06-15 15:50:35
090788,12.79,1,2023-06-17 11:57:45
011819,23.59,1,2023-06-18 14:26:04
020275,23.19,2,2023-06-18 14:26:04
013286,11.99,1,2023-06-20 09:44:29
020275,23.19,3,2023-06-20 09:44:29
096581,14.29,2,2023-06-20 09:44:29
017682,20.79,1,2023-06-21 09:49:56
011819,23.59,1,2023-06-21 09:49:56
090788,12.79,1,2023-06-21 09:49:56
052957,16.39,3,2023-06-22 16:32:46
079279,22.19,3,2023-06-24 15:19:49
046941,15.79,1,2023-06-25 14:22:55
073552,24.59,1,2023-06-27 13:21:01
061242,12.79,1,2023-06-27 13:21:01
091443,15.79,1,2023-06-29 09:13:13
013312,29.19,2,2023-06-29 09:13:13
036510,16.89,1,2023-06-29 09:13:13
011819,23.59,1,2023-06-30 10:22:44
020275,23.19,1,2023-06-30 10:22:44
050554,29.49,1,2023-07-01 09:39:41
011819,23.59,1,2023-07-01 09:39:41
