028370,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
012831,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
050981,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
078476,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
042497,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
014299,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
072182,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
096412,Wagner,Richard,Lohengrin,WWV75
005823,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
036134,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
008242,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
072760,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
004141,Handel,George Frideric,Messiah,HWV56
062438,Wagner,Richard,Lohengrin,WWV75
053299,Wagner,Richard,Das Rheingold,WWV86A
032880,van Beethoven,Ludwig,Symphony No. 7,GAi/7
037210,van Beethoven,Ludwig,Symphony No. 7,GAi/7
009172,van Beethoven,Ludwig,Piano Sonata No. 15 "Pastoral" in D major,GAxvi/138
086557,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
054085,Wagner,Richard,Lohengrin,WWV75
049457,van Beethoven,Ludwig,Violin Sonata No. 9 in A major,GAxii/100
054844,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
053320,Handel,George Frideric,Messiah,HWV56
063568,Mozart,Wolfgang Amadeus,Symphony No. 29,KV201
036176,Mozart,Wolfgang Amadeus,Sinfonia Concertante for Violin, Viola and Orchestra,KV364
085285,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
067205,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
048349,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
014485,Mozart,Wolfgang Amadeus,Requiem in D minor,KV626
053839,Handel,George Frideric,Messiah,HWV56
082893,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
066104,van Beethoven,Ludwig,Symphony No. 9,GAi/9
098472,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
036476,Bach,Johann Sebastian,Mass in B minor,BWV232
067378,van Beethoven,Ludwig,Piano Sonata No. 14 "Moonlight" in C♯ minor,GAxvi/137
059016,Bach,Johann Sebastian,Mass in B minor,BWV232
033543,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
007159,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
051130,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
085719,Wagner,Richard,Das Rheingold,WWV86A
082043,Wagner,Richard,Das Rheingold,WWV86A
032976,van Beethoven,Ludwig,Symphony No. 7,GAi/7
012196,van Beethoven,Ludwig,Symphony No. 9,GAi/9
080472,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
076879,Bach,Johann Sebastian,Mass in B minor,BWV232
090448,Mozart,Wolfgang Amadeus,Symphony No. 41,KV551
