053620,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
063859,Wagner,Richard,Der fliegende Holländer,WWV63
031808,Smetana,Bedřich,Má vlast,JB1:112
097130,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
024364,van Beethoven,Ludwig,Piano Sonata No. 23,GAxvi/146
006288,Haydn,Joseph,The Creation,Hob.XXI:2
071723,Bach,Johann Sebastian,Suite No. 1 in G major,BWV1007
017035,Bach,Johann Sebastian,St Matthew Passion,BWV244
092185,van Beethoven,Ludwig,Symphony No. 9,GAi/9
044005,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
036637,Mozart,Wolfgang Amadeus,Violin Concerto No. 3 in G major,KV216
041922,Smetana,Bedřich,Má vlast,JB1:112
061922,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
013920,Bach,Johann Sebastian,St Matthew Passion,BWV244
070682,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
084042,Haydn,Joseph,The Creation,Hob.XXI:2
056008,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
079979,Wagner,Richard,Die Walküre,WWV86B
014002,van Beethoven,Ludwig,Symphony No. 9,GAi/9
083950,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
042534,Wagner,Richard,Tristan und Isolde,WWV90
070758,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
093161,Bach,Johann Sebastian,The Art of Fugue,BWV1080
066096,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
026717,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
040982,van Beethoven,Ludwig,Symphony No. 7,GAi/7
013262,Dvořák,Antonín,Rusalka,B203
012908,Haydn,Joseph,The Creation,Hob.XXI:2
059585,Wagner,Richard,Die Walküre,WWV86B
020447,van Beethoven,Ludwig,Symphony No. 5,GAi/5
025601,Smetana,Bedřich,Má vlast,JB1:112
047443,van Beethoven,Ludwig,König Stephan Overture in Eb major,GAiii/23
003278,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
022181,Bach,Johann Sebastian,St Matthew Passion,BWV244
047346,van Beethoven,Ludwig,"Egmont" Overture in F minor,GAii/12
058903,Wagner,Richard,Der fliegende Holländer,WWV63
