024127,van Beethoven,Ludwig,Symphony No. 5,GAi/5
075010,Wagner,Richard,Tristan und Isolde,WWV90
018969,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
051181,Wagner,Richard,Das Rheingold,WWV86A
056593,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
057857,Haydn,Joseph,The Creation,Hob.XXI:2
011942,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
023870,Haydn,Joseph,The Creation,Hob.XXI:2
022923,Wagner,Richard,Das Rheingold,WWV86A
079785,Mozart,Wolfgang Amadeus,Le nozze di Figaro,KV492
021318,van Beethoven,Ludwig,Symphony No. 9,GAi/9
048094,Wagner,Richard,Parsifal,WWV111
093466,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
028424,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
087642,Bach,Johann Sebastian,Toccata and Fugue in D minor,BWV565
039584,Wagner,Richard,Parsifal,WWV111
076792,Bach,Johann Sebastian,Goldberg Variations,BWV988
014953,Dvořák,Antonín,Symphony No. 9 in E minor "From the New World",B178
027062,Mozart,Wolfgang Amadeus,Le nozze di Figaro,KV492
092062,van Beethoven,Ludwig,Symphony No. 5,GAi/5
098874,Wagner,Richard,Tannhäuser und der Sängerkrieg auf Wartburg,WWV70
057316,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
038031,Bach,Johann Sebastian,Mass in B minor,BWV232
020501,van Beethoven,Ludwig,Symphony No. 7,GAi/7
070071,Bach,Johann Sebastian,Goldberg Variations,BWV988
090769,Wagner,Richard,Die Walküre,WWV86B
081653,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
013090,Mozart,Wolfgang Amadeus,Serenade No. 10,KV361
081779,Mozart,Wolfgang Amadeus,Die Zauberflöte,KV620
024097,Bach,Johann Sebastian,Goldberg Variations,BWV988
047191,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
029788,van Beethoven,Ludwig,Piano Sonata No. 8 "Pathétique" in C minor,GAxvi/131
052745,Mozart,Wolfgang Amadeus,Symphony No. 40,KV550
018447,Bach,Johann Sebastian,Concerto No. 2 in F major,BWV1047
042537,Mozart,Wolfgang Amadeus,Die Entführung aus dem Serail,KV384
035103,van Beethoven,Ludwig,Symphony No. 7,GAi/7
037813,Haydn,Joseph,The Creation,Hob.XXI:2
